pathway,main_class,sub_class,source,confidence,created_at
Toxicity of botulinum toxin type F (botF),Disease Mechanisms,Neurotoxin Pathways,REACTOME,0.9,2026-01-27T18:30:32.112312
CD22 mediated BCR regulation,Immune System,B Cell Receptor Signaling,REACTOME,0.9,2026-01-27T18:30:35.995106
Synthesis of diphthamide-EEF2,Genetic Information Processing,Translation Initiation,REACTOME,0.9,2026-01-27T18:30:36.069831
Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,Cancer,DNA Repair in Cancer,REACTOME,0.9,2026-01-27T18:30:36.142213
Mitotic Anaphase,Cell Cycle,M Phase Control,REACTOME,0.9,2026-01-27T18:30:36.213755
Metabolism of vitamins and cofactors,Metabolism,Vitamin and Cofactor Metabolism,REACTOME,0.9,2026-01-27T18:30:36.287718
Regulation of cortical dendrite branching,Developmental Biology,Neural Development,REACTOME,0.9,2026-01-27T18:30:36.354445
Semaphorin interactions,Signal Transduction,Notch Signaling,REACTOME,0.9,2026-01-27T18:30:36.424099
Physiological factors,Environmental Information Processing,Oxidative Stress Response,REACTOME,0.9,2026-01-27T18:30:36.498911
5-Phosphoribose 1-diphosphate biosynthesis,Metabolism,Nucleotide Metabolism,REACTOME,0.9,2026-01-27T18:30:40.096764
Peroxisomal protein import,Cellular Processes,Organelle Organization,REACTOME,0.9,2026-01-27T18:30:40.170913
PKMTs methylate histone lysines,Genetic Information Processing,Chromatin Modification,REACTOME,0.9,2026-01-27T18:30:40.240674
Regulation of actin dynamics for phagocytic cup formation,Cellular Processes,Cytoskeletal Dynamics,REACTOME,0.9,2026-01-27T18:30:40.303954
RAB GEFs exchange GTP for GDP on RABs,Cellular Processes,Vesicle Transport,REACTOME,0.9,2026-01-27T18:30:40.365372
DAG and IP3 signaling,Signal Transduction,Phosphoinositide Signaling,REACTOME,0.9,2026-01-27T18:30:40.440790
Bile acid and bile salt metabolism,Metabolism,Bile Acid Metabolism,REACTOME,0.9,2026-01-27T18:30:40.513705
Netrin-1 signaling,Signal Transduction,Axon Guidance Signaling,REACTOME,0.9,2026-01-27T18:30:40.585302
RHOF GTPase cycle,Signal Transduction,Rho GTPase Signaling,REACTOME,0.9,2026-01-27T18:30:44.803459
Biosynthesis of maresin-like SPMs,Metabolism,Lipid Metabolism,REACTOME,0.9,2026-01-27T18:30:44.882007
Deubiquitination,Cellular Processes,Protein Degradation,REACTOME,0.9,2026-01-27T18:30:44.952411
Defective CSF2RA causes SMDP4,Disease Mechanisms,Genetic Disorders,REACTOME,0.9,2026-01-27T18:30:45.023991
Tryptophan catabolism,Metabolism,Amino Acid Metabolism,REACTOME,0.9,2026-01-27T18:30:45.100823
CREB1 phosphorylation through the activation of Adenylate Cyclase,Signal Transduction,cAMP Signaling,REACTOME,0.9,2026-01-27T18:30:45.170397
Meiotic recombination,Genetic Information Processing,DNA Recombination,REACTOME,0.9,2026-01-27T18:30:45.230479
ATF6 (ATF6-alpha) activates chaperone genes,Cellular Processes,Stress Response Pathways,REACTOME,0.9,2026-01-27T18:30:45.294025
"Cell death signalling via NRAGE, NRIF and NADE",Apoptosis,Intrinsic Pathway,REACTOME,0.9,2026-01-27T18:30:48.479252
Disinhibition of SNARE formation,Cellular Processes,Vesicle Transport,REACTOME,0.9,2026-01-27T18:30:48.550573
Transcriptional regulation of granulopoiesis,Genetic Information Processing,Transcriptional Regulation,REACTOME,0.9,2026-01-27T18:30:48.625145
Ceramide signalling,Signal Transduction,Ceramide Signaling,REACTOME,0.9,2026-01-27T18:30:48.693750
Membrane binding and targetting of GAG proteins,Cellular Processes,Membrane Binding,REACTOME,0.9,2026-01-27T18:30:48.769876
Branched-chain amino acid catabolism,Metabolism,Amino Acid Metabolism,REACTOME,0.9,2026-01-27T18:30:48.840722
Hemostasis,Immune System,Innate Immunity,REACTOME,0.9,2026-01-27T18:30:48.909523
Dectin-2 family,Immune System,Antigen Presentation,REACTOME,0.9,2026-01-27T18:30:48.976794
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),Metabolism,Lipid Metabolism,REACTOME,0.9,2026-01-27T18:30:52.931035
Formation of the cornified envelope,Cellular Processes,Cell Adhesion,REACTOME,0.9,2026-01-27T18:30:53.004807
RNA Polymerase III Chain Elongation,Genetic Information Processing,Transcriptional Regulation,REACTOME,0.9,2026-01-27T18:30:53.075531
cGMP effects,Signal Transduction,cGMP Signaling,REACTOME,0.9,2026-01-27T18:30:53.147833
Unfolded Protein Response (UPR),Environmental Information Processing,Endoplasmic Reticulum Stress,REACTOME,0.9,2026-01-27T18:30:53.216522
TBC/RABGAPs,Cellular Processes,Organelle Organization,REACTOME,0.9,2026-01-27T18:30:53.286563
Synthesis of PG,Metabolism,Eicosanoid Metabolism,REACTOME,0.9,2026-01-27T18:30:53.361905
Acyl chain remodeling of DAG and TAG,Metabolism,Lipid Metabolism,REACTOME,0.9,2026-01-27T18:30:53.433766
Beta-oxidation of very long chain fatty acids,Metabolism,Fatty Acid Metabolism,REACTOME,0.9,2026-01-27T18:30:57.164781
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),Metabolism,Eicosanoid Synthesis,REACTOME,0.9,2026-01-27T18:30:57.245048
Vif-mediated degradation of APOBEC3G,Immune System,Viral Infection Response,REACTOME,0.9,2026-01-27T18:30:57.320134
RAF activation,Signal Transduction,MAPK Signaling,REACTOME,0.9,2026-01-27T18:30:57.392877
Synthesis of very long-chain fatty acyl-CoAs,Metabolism,Fatty Acid Metabolism,REACTOME,0.9,2026-01-27T18:30:57.462359
Aberrant regulation of mitotic exit in cancer due to RB1 defects,Cancer,Tumor Suppressor Pathways,REACTOME,0.9,2026-01-27T18:30:57.541144
Degradation of AXIN,Cellular Processes,Protein Degradation,REACTOME,0.9,2026-01-27T18:30:57.616078
Crosslinking of collagen fibrils,Cellular Processes,Extracellular Matrix Organization,REACTOME,0.9,2026-01-27T18:30:57.680955
Endosomal Sorting Complex Required For Transport (ESCRT),Cellular Processes,Vesicle Transport,REACTOME,0.9,2026-01-27T18:31:01.021345
Activation of anterior HOX genes in hindbrain development during early embryogenesis,Developmental Biology,Embryogenesis,REACTOME,0.9,2026-01-27T18:31:01.097574
Adenylate cyclase activating pathway,Signal Transduction,GPCR Signaling,REACTOME,0.9,2026-01-27T18:31:01.166075
Condensation of Prophase Chromosomes,Cell Cycle,Chromosome Segregation,REACTOME,0.9,2026-01-27T18:31:01.231758
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,Cell Cycle,G1/S Transition,REACTOME,0.9,2026-01-27T18:31:01.299060
TP53 Regulates Transcription of Cell Death Genes,Apoptosis,Intrinsic Pathway,REACTOME,0.9,2026-01-27T18:31:01.369839
Abortive elongation of HIV-1 transcript in the absence of Tat,Genetic Information Processing,Transcriptional Regulation,REACTOME,0.9,2026-01-27T18:31:01.446366
Vpr-mediated nuclear import of PICs,Genetic Information Processing,RNA Editing and Processing,REACTOME,0.9,2026-01-27T18:31:01.518085
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Genetic Information Processing,RNA Binding and Regulation,REACTOME,0.9,2026-01-27T18:31:05.616052
Recruitment of mitotic centrosome proteins and complexes,Cell Cycle,Centrosome Duplication,REACTOME,0.9,2026-01-27T18:31:05.691255
Cam-PDE 1 activation,Signal Transduction,Phosphodiesterase Activation,REACTOME,0.9,2026-01-27T18:31:05.767503
Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,Cancer,Oncogenic Signaling,REACTOME,0.9,2026-01-27T18:31:05.834577
Acyl chain remodelling of PE,Metabolism,Phospholipid Metabolism,REACTOME,0.9,2026-01-27T18:31:05.899532
Vasopressin regulates renal water homeostasis via Aquaporins,Cellular Processes,Water Transport Regulation,REACTOME,0.9,2026-01-27T18:31:05.964133
Assembly of Viral Components at the Budding Site,Disease Mechanisms,Viral Infection Pathways,REACTOME,0.9,2026-01-27T18:31:06.039993
Dual Incision in GG-NER,Genetic Information Processing,DNA Repair Mechanisms,REACTOME,0.9,2026-01-27T18:31:06.098623
Stimuli-sensing channels,Environmental Information Processing,Oxidative Stress Response,REACTOME,0.9,2026-01-27T18:31:09.977302
Multifunctional anion exchangers,Cellular Processes,Ion Transport,REACTOME,0.9,2026-01-27T18:31:10.058102
Gamma-carboxylation of protein precursors,Genetic Information Processing,Post-Translational Modification,REACTOME,0.9,2026-01-27T18:31:10.132066
RNA Polymerase I Promoter Opening,Genetic Information Processing,Transcriptional Regulation,REACTOME,0.9,2026-01-27T18:31:10.195482
NF-kB is activated and signals survival,Signal Transduction,NF-kappa B Signaling,REACTOME,0.9,2026-01-27T18:31:10.258546
PKA activation in glucagon signalling,Signal Transduction,cAMP Signaling,REACTOME,0.9,2026-01-27T18:31:10.322931
CYP2E1 reactions,Metabolism,Xenobiotic Metabolism,REACTOME,0.9,2026-01-27T18:31:10.387864
Packaging Of Telomere Ends,Genetic Information Processing,Telomere Maintenance,REACTOME,0.9,2026-01-27T18:31:10.453113
Neurophilin interactions with VEGF and VEGFR,Cancer,Angiogenesis in Tumors,REACTOME,0.9,2026-01-27T18:31:12.138104
Angiotensin type II receptor activity,Signal Transduction,Angiotensin Signaling,GO_MF,0.9,2026-01-27T18:31:16.595240
Catecholamine binding,Signal Transduction,Catecholamine Signaling,GO_MF,0.9,2026-01-27T18:31:16.678387
Tetrapyrrole binding,Cellular Processes,Tetrapyrrole Metabolism,GO_MF,0.9,2026-01-27T18:31:16.757669
Histone binding,Genetic Information Processing,Chromatin Binding,GO_MF,0.9,2026-01-27T18:31:16.817715
Clathrin adaptor activity,Cellular Processes,Vesicle Transport,GO_MF,0.9,2026-01-27T18:31:16.893737
Uniporter activity,Cellular Processes,Ion Transport,GO_MF,0.9,2026-01-27T18:31:16.965627
Purine-rich negative regulatory element binding,Genetic Information Processing,Transcriptional Regulation,GO_MF,0.9,2026-01-27T18:31:17.047078
Peptidoglycan transmembrane transporter activity,Cellular Processes,Membrane Transport,GO_MF,0.9,2026-01-27T18:31:17.120662
Nucleoside-triphosphatase activity,Genetic Information Processing,Transcriptional Regulation,GO_MF,0.9,2026-01-27T18:31:20.762472
Transcription regulator activity,Genetic Information Processing,Transcriptional Regulation,GO_MF,0.9,2026-01-27T18:31:20.843688
histidine-tRNA ligase activity,Genetic Information Processing,Amino Acid Metabolism,GO_MF,0.9,2026-01-27T18:31:20.921605
Transcription cis-regulatory region binding,Genetic Information Processing,Transcriptional Regulation,GO_MF,0.9,2026-01-27T18:31:20.997877
Peroxisome matrix targeting signal-1 binding,Cellular Processes,Organelle Organization,GO_MF,0.9,2026-01-27T18:31:21.071500
Neuropeptide binding,Signal Transduction,Neuropeptide Signaling,GO_MF,0.9,2026-01-27T18:31:21.147235
Disaccharide binding,Signal Transduction,Carbohydrate Metabolism,GO_MF,0.9,2026-01-27T18:31:21.223332
Dolichyl-phosphate-mannose-protein mannosyltransferase activity,Cellular Processes,Protein Glycosylation,GO_MF,0.9,2026-01-27T18:31:21.299049
Phosphoglycerate kinase activity,Metabolism,Energy Metabolism,GO_MF,0.9,2026-01-27T18:31:26.734314
Apolipoprotein binding,Metabolism,Lipid Metabolism,GO_MF,0.9,2026-01-27T18:31:26.806593
U1 snRNP binding,Genetic Information Processing,RNA Editing and Processing,GO_MF,0.9,2026-01-27T18:31:26.876479
ATP binding,Cellular Processes,ATP Synthesis,GO_MF,0.9,2026-01-27T18:31:26.954805
Cytokine activity,Immune System,Cytokine Signaling,GO_MF,0.9,2026-01-27T18:31:27.027706
Chaperone binding,Cellular Processes,Protein Folding,GO_MF,0.9,2026-01-27T18:31:27.101285
Water channel activity,Cellular Processes,Ion Transport,GO_MF,0.9,2026-01-27T18:31:27.176246
Mannosyl-oligosaccharide mannosidase activity,Metabolism,Glycan Biosynthesis and Metabolism,GO_MF,0.9,2026-01-27T18:31:27.246037
Cholesterol dehydrogenase activity,Metabolism,Lipid Metabolism,GO_MF,0.9,2026-01-27T18:31:30.479423
decanoate-CoA ligase activity,Metabolism,Fatty Acid Metabolism,GO_MF,0.9,2026-01-27T18:31:30.558301
acetate-CoA ligase activity,Metabolism,Fatty Acid Metabolism,GO_MF,0.9,2026-01-27T18:31:30.634381
"Catalytic activity, acting on a nucleic acid",Genetic Information Processing,Transcriptional Regulation,GO_MF,0.9,2026-01-27T18:31:30.702040
Heparin binding,Immune System,Antigen Presentation,GO_MF,0.9,2026-01-27T18:31:30.761995
Histone-arginine N-methyltransferase activity,Genetic Information Processing,Chromatin Modification,GO_MF,0.9,2026-01-27T18:31:30.830162
1-acyl-2-lysophosphatidylserine acylhydrolase activity,Metabolism,Phospholipid Metabolism,GO_MF,0.9,2026-01-27T18:31:30.891625
G-protein alpha-subunit binding,Signal Transduction,GPCR Signaling,GO_MF,0.9,2026-01-27T18:31:30.960522
5-nucleotidase activity,Genetic Information Processing,RNA Editing and Processing,GO_MF,0.9,2026-01-27T18:31:34.790372
Arachidonate 12(S)-lipoxygenase activity,Metabolism,Xenobiotic Metabolism,GO_MF,0.9,2026-01-27T18:31:34.867085
3-5-exoribonuclease activity,Genetic Information Processing,RNA Processing,GO_MF,0.9,2026-01-27T18:31:34.941525
Helicase activity,Genetic Information Processing,DNA Replication,GO_MF,0.9,2026-01-27T18:31:35.021944
IgG receptor activity,Immune System,Antigen Presentation,GO_MF,0.9,2026-01-27T18:31:35.096682
Alcohol dehydrogenase (NADP+) activity,Metabolism,Alcohol and Aldehyde Metabolism,GO_MF,0.9,2026-01-27T18:31:35.162697
Calcium-dependent protein kinase C activity,Signal Transduction,Calcium Signaling,GO_MF,0.9,2026-01-27T18:31:35.239864
Cadmium ion transmembrane transporter activity,Environmental Information Processing,Heavy Metal Detoxification,GO_MF,0.9,2026-01-27T18:31:35.314145
Phosphatidylcholine binding,Metabolism,Phospholipid Metabolism,GO_MF,0.9,2026-01-27T18:31:38.551914
Icosanoid transmembrane transporter activity,Cellular Processes,Membrane Transport,GO_MF,0.9,2026-01-27T18:31:38.629765
Dopamine:sodium symporter activity,Cellular Processes,Ion Transport,GO_MF,0.9,2026-01-27T18:31:38.700051
Isocitrate dehydrogenase [NAD(P)+] activity,Metabolism,Energy Metabolism,GO_MF,0.9,2026-01-27T18:31:38.765078
poly(U) RNA binding,Genetic Information Processing,RNA Binding,GO_MF,0.9,2026-01-27T18:31:38.841392
Nuclear receptor coactivator activity,Genetic Information Processing,Transcriptional Regulation,GO_MF,0.9,2026-01-27T18:31:38.916764
Channel activity,Cellular Processes,Ion Channel Activity,GO_MF,0.9,2026-01-27T18:31:38.987652
Dihydrofolate reductase activity,Metabolism,Folate Metabolism,GO_MF,0.9,2026-01-27T18:31:39.060475
DNA (cytosine-5-)-methyltransferase activity,Genetic Information Processing,DNA Methylation Regulation,GO_MF,0.9,2026-01-27T18:31:42.499771
Coreceptor activity,Cellular Processes,Cell Signaling,GO_MF,0.9,2026-01-27T18:31:42.574640
SUMO ligase activity,Cellular Processes,Protein Modification,GO_MF,0.9,2026-01-27T18:31:42.644915
Volume-sensitive anion channel activity,Cellular Processes,Ion Channel Regulation,GO_MF,0.9,2026-01-27T18:31:42.713295
Heparan sulfate N-deacetylase activity,Metabolism,Glycosaminoglycan Metabolism,GO_MF,0.9,2026-01-27T18:31:42.779648
Purine ribonucleotide transmembrane transporter activity,Cellular Processes,Nucleotide Transport,GO_MF,0.9,2026-01-27T18:31:42.856425
RNA polymerase II CTD heptapeptide repeat phosphatase activity,Genetic Information Processing,Transcription Regulation,GO_MF,0.9,2026-01-27T18:31:42.929956
Sodium channel regulator activity,Cellular Processes,Ion Channel Regulation,GO_MF,0.9,2026-01-27T18:31:43.011611
FK506 binding,Signal Transduction,Calcium Signaling,GO_MF,0.9,2026-01-27T18:31:46.244186
Protein dimerization activity,Cellular Processes,Protein Dimerization,GO_MF,0.9,2026-01-27T18:31:46.322583
"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity",Signal Transduction,Phosphoinositide Signaling,GO_MF,0.9,2026-01-27T18:31:46.399743
Peptidyl-dipeptidase activity,Metabolism,Peptide Metabolism,GO_MF,0.9,2026-01-27T18:31:46.473291
Purine ribonucleoside triphosphate binding,Genetic Information Processing,Nucleotide Binding,GO_MF,0.9,2026-01-27T18:31:46.547824
Lipid transporter activity,Cellular Processes,Lipid Transport,GO_MF,0.9,2026-01-27T18:31:46.628437
Structural constituent of nuclear pore,Cellular Processes,Nuclear Transport,GO_MF,0.9,2026-01-27T18:31:46.701546
prostaglandin-E synthase activity,Metabolism,Eicosanoid Metabolism,GO_MF,0.9,2026-01-27T18:31:46.761350
[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity,Signal Transduction,MAPK Signaling,GO_MF,0.9,2026-01-27T18:31:50.670568
Type I interferon receptor binding,Immune System,Interferon Signaling,GO_MF,0.9,2026-01-27T18:31:50.741246
Pattern recognition receptor activity,Immune System,Innate Immunity,GO_MF,0.9,2026-01-27T18:31:50.812745
Orexin receptor activity,Signal Transduction,GPCR Signaling,GO_MF,0.9,2026-01-27T18:31:50.884633
N6-methyladenosine-containing RNA binding,Genetic Information Processing,RNA Editing and Processing,GO_MF,0.9,2026-01-27T18:31:50.956024
Amino acid:proton symporter activity,Cellular Processes,Transport Mechanisms,GO_MF,0.9,2026-01-27T18:31:51.023286
Amyloid-beta binding,Disease Mechanisms,Neurodegeneration,GO_MF,0.9,2026-01-27T18:31:51.100451
Gap junction hemi-channel activity,Cellular Processes,Cell Communication,GO_MF,0.9,2026-01-27T18:31:51.169720
Ligand-gated cation channel activity,Signal Transduction,GPCR Signaling,GO_MF,0.9,2026-01-27T18:31:54.721228
P-type manganese transporter activity,Cellular Processes,Ion Transport,GO_MF,0.9,2026-01-27T18:31:54.799040
MHC class Ib receptor activity,Immune System,Antigen Presentation,GO_MF,0.9,2026-01-27T18:31:54.879819
Galanin receptor activity,Signal Transduction,GPCR Signaling,GO_MF,0.9,2026-01-27T18:31:54.959475
Calcitonin family receptor activity,Signal Transduction,GPCR Signaling,GO_MF,0.9,2026-01-27T18:31:55.030341
Serotonin:sodium symporter activity,Cellular Processes,Sodium-Dependent Transport,GO_MF,0.9,2026-01-27T18:31:55.115878
rRNA binding,Genetic Information Processing,rRNA Processing,GO_MF,0.9,2026-01-27T18:31:55.187769
Leukotriene C4 gamma-glutamyl transferase activity,Metabolism,Leukotriene Metabolism,GO_MF,0.9,2026-01-27T18:31:55.256912
acetyl-CoA C-acetyltransferase activity,Metabolism,Acetyl-CoA Metabolism,GO_MF,0.9,2026-01-27T18:31:58.627897
Acyltransferase activity,Metabolism,Lipid Metabolism,GO_MF,0.9,2026-01-27T18:31:58.709443
Heme transmembrane transporter activity,Cellular Processes,Membrane Transport,GO_MF,0.9,2026-01-27T18:31:58.777251
Fatty acid elongase activity,Metabolism,Fatty Acid Metabolism,GO_MF,0.9,2026-01-27T18:31:58.843851
P-type calcium transporter activity,Cellular Processes,Calcium Homeostasis,GO_MF,0.9,2026-01-27T18:31:58.915946
