Gene,fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841_log2FC,fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841_p-value,fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841_adj-p-value,Status,Normalized_Gene,HGNC_Synonyms,Patient_LFC_mean,Cohort_LFC_mean,Patient_LFC_Trend,Cohort_LFC_Trend,Trend_Consensus,DCS,CSC,CFC,keep,novel,JL_score,CGC,Gene_Score,Disorder_Score,Disorder_Type,PPI_Degree,PPI_Avg_Score,PPI_Score,Composite_Score,Tier,Non_CGC_Composite_Score,Non_CGC_Tier,Rank,Score,Confidence,Justification
PIWIL4,-2.24287,0.0488681,0.403652,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,PIWIL4,HIWI2;MIWI2,-2.24287,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,1.0,0.815,0.815,0.0064066072406793765,Tier 3,0.0064066072406793765,Tier 3,287,35.0,Low,"Disease: Low (0-39) assigned 15 — not recognized as an SLE driver. Patient signal: Moderate (50-69) assigned 65; |LFC|=2.24287, adj_P=NA (strong fold-change but no p-value reported). Functional: Moderate (50-69) assigned 55; PPI_Degree=1 consistent with limited interaction data and no clear immunologic regulatory role. Clinical: Minimal (0-29) assigned 10 — no clinical relevance in SLE. Evidence: Minimal (0-29) assigned 20 — limited or indirect supporting literature."
NDUFAF1,1.12223,0.0252429,0.312424,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,NDUFAF1,CGI-65;CGI65;CIA30;MC1DN11,1.12223,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,3.0,0.9796666666666667,2.939,0.014287807850282991,Tier 3,0.014287807850282991,Tier 3,288,35.0,Low,"Disease specificity: 20/100 (0-39 bracket) — Gene_Score/Disorder_Score NA, primarily a mitochondrial assembly factor. Patient signal: |LFC|=1.12 (mean LFC = 1.12223), adjusted p-value = NA (statistical significance unconfirmed). Functional: PPI_Degree = 3, mitochondrial complex I assembly factor with low-moderate connectivity (assigned 55/100 functional). Clinical: 10/100 (0-29 bracket) — no SLE-specific clinical relevance. Evidence: 25/100 (0-29 bracket) — minimal literature linking NDUFAF1 specifically to SLE."
SEMA4F,-1.44025,0.0292684,0.332573,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,SEMA4F,M-SEMA;PRO2353;S4F;SEMAM;SEMAW;m-Sema-M,-1.44025,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0011159383371294699,Tier 3,0.0011159383371294699,Tier 3,289,35.0,Low,"Disease specificity: Low (20/100) — SEMA4F is not in the lupus gene list and lacks Disorder_Score. Patient signal: Moderate (58/100) — Patient_LFC_mean = -1.44025 (|LFC|≥1), adjusted p-value = NA. Functional: Moderate (50/100) — semaphorins can modulate immune cell guidance/activation but PPI_Degree is NA in the dataset. Clinical: Low (10/100) — no known SLE-targeted therapies. Evidence: Low-Moderate (30/100) — some literature on semaphorin signaling in immunity but minimal lupus-specific data."
SELK,-1.02149,0.0125397,0.231204,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,SELENOK,HSPC030;HSPC297;SELK,-1.02149,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0009672188267094479,Tier 3,0.0009672188267094479,Tier 3,290,35.0,Low,"Disease specificity: Low (18/100) — SELK (selenoprotein K) is not listed among canonical lupus genes here. Patient signal: Moderate (52/100) — Patient_LFC_mean = -1.02149 (|LFC|≥1), adjusted p-value = NA. Functional: Moderate (60/100) — SELK has roles in ER-associated processes and immune cell function in the literature though PPI_Degree is NA in the dataset. Clinical: Low (10/100) — no current SLE therapeutic targeting. Evidence: Moderate (40/100) — some mechanistic studies exist but sparse lupus-focused data."
PHB,-1.31469,0.000203505,0.0352266,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,PHB1,BAP32;HEL-215;HEL-S-54e;PHB,-1.31469,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,12.0,0.4990833333333333,5.989,0.06032894831320047,Tier 3,0.06032894831320047,Tier 3,291,35.0,Medium,"Disease specificity: 10 (0-39) — not a recognized core SLE driver in the provided disease list and Gene_Score/Disorder_Score = NA. Patient signal: 55 (Patient_LFC_mean = -1.31469, adjusted p = NA). Functional: 80 (0-100) — PPI_Degree = 12 suggesting a moderately connected scaffolding/mitochondrial regulator; Clinical: 10 (0-29) — no SLE-targeted therapies; Evidence: 10 (0-29) — limited lupus-specific literature. Overall moderate functional connectivity but low disease specificity and limited patient-statistics support."
ABCA1,2.07786,6.4417e-10,1.81965e-06,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,ABCA1,ABC-1;ABC1;CERP;HDLCQTL13;HDLDT1;HPALP1;TGD,2.07786,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,3.0,0.48266666666666663,1.448,0.057684897865658016,Tier 3,0.057684897865658016,Tier 3,292,35.0,Low,"Disease specificity: Low (20/100) — ABCA1 is a lipid transporter not a core SLE driver. Patient signal: Moderate (60/100) — Patient_LFC_mean=2.07786 (|LFC|≥2) but adjusted P-value=NA, CSC=0, DCS=-1. Functional: Some evidence (50/100) — PPI_Degree=3, membrane lipid transporter with limited immune-network centrality. Clinical: Minimal (10/100) — no established SLE-targeted therapy/biomarker role. Evidence: Minimal (20/100) — few lupus-specific studies."
BPGM,-1.29644,0.0108712,0.214149,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,BPGM,DPGM;ECYT8,-1.29644,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.49749999999999994,0.9949999999999999,0.010890983233678138,Tier 3,0.010890983233678138,Tier 3,293,35.0,Low,"Disease specificity: 25 (0-39) — BPGM is a glycolytic/metabolic enzyme not strongly tied to lupus biology. Patient signal: 55 (50-69) — Patient_LFC_mean = -1.29644, adjusted p = NA (|LFC|≥1 gives modest cohort signal); CSC=0, DCS=-1. Functional: 50 (50-69) — low PPI (PPI_Degree = 2) and no clear immune-regulatory function. Clinical: 10 (0-29) — no clinical relevance in SLE. Evidence: 20 (0-29) — limited literature connecting BPGM to autoimmunity."
COL19A1,-1.58784,0.0448913,0.396278,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,COL19A1,COL9A1L;D6S228E,-1.58784,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,1.0,0.559,0.559,0.0054692734994679785,Tier 3,0.0054692734994679785,Tier 3,294,35.0,Low,"Disease specificity = 20 (0-39: no established role in lupus; NA scores). Patient signal = 65 (25% bracket: |LFC|=1.58784 suggests a moderate cohort effect; Patient_adj_P_value = NA so full high-confidence criteria not met). Functional = 50 (20% bracket: PPI_Degree=1, extracellular matrix protein with limited immune functional linkage). Clinical = 10 (15%: no clinical relevance in SLE therapeutics). Evidence = 10 (5%: sparse literature linking COL19A1 to autoimmunity)."
TFB1M,-1.11647,0.0340486,0.351537,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,TFB1M,CGI-75;CGI75;mtTFB;mtTFB1,-1.11647,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,5.0,0.6412,3.206,0.02314911091403507,Tier 3,0.02314911091403507,Tier 3,295,35.0,Low,Disease: Low (10/100) — mitochondrial transcription/methylation factor with no established SLE specificity. Patient signal: Moderate (55/100) — Patient_LFC_mean = -1.11647 (|LFC|≥1) with Patient_adj_P_value = NA. Functional: Moderate-High (70/100) — mitochondrial transcription/translation regulator with PPI_Degree = 5 suggesting a functional role in cellular homeostasis. Clinical: Low (10/100) — no SLE-directed clinical relevance. Evidence: Fair (40/100) — mechanistic literature on mitochondrial role but minimal SLE-focused data.
BLVRB,-1.26614,0.0148648,0.246131,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,BLVRB,BVRB;FLR;HEL-S-10;SDR43U1,-1.26614,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.5805,1.161,0.010521120794988903,Tier 3,0.010521120794988903,Tier 3,296,35.0,Low,"Disease specificity: 25 (0-39) — BLVRB is a heme metabolism enzyme with limited direct linkage to lupus-specific pathways. Patient signal: 55 (50-69) — Patient_LFC_mean = -1.26614, adjusted p = NA (|LFC|≥1 gives a modest signal); CSC=0, DCS=-1. Functional: 50 (50-69) — low PPI (PPI_Degree = 2) suggesting limited regulatory role in immune networks. Clinical: 10 (0-29) — no known clinical targeting in SLE. Evidence: 20 (0-29) — minimal disease-specific literature."
TAF8,-1.15452,0.00253925,0.105399,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,TAF8,II;NEDMLHB;TAF;TAF(II)43;TAFII-43;TAFII43;TBN,-1.15452,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.9259999999999999,1.8519999999999999,0.011886021849432844,Tier 3,0.011886021849432844,Tier 3,297,35.0,Low,"Disease specificity: Low (20/100) — not implicated in lupus-specific programs. Patient signal: Moderate (60/100) — |LFC|=1.15452, adjusted p-value=NA, CSC=0, DCS=-1. Functional: Some evidence (50/100) — PPI_Degree=2, a general transcription factor (TAF family) with limited immune pathway linkage. Clinical: Low (10/100) — no clinical relevance to SLE. Evidence: Minimal (20/100). The profile suggests nonspecific transcriptional variation rather than a lupus driver or therapeutic target."
TAF1L,1.26824,0.0249965,0.311265,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,TAF1L,TAF(II)210;TAF2A2,1.26824,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.729,1.458,0.010031997987566429,Tier 3,0.010031997987566429,Tier 3,298,35.0,Low,"Disease specificity: Low (20/100) — no established link to SLE or the listed lupus pathways. Patient signal: Moderate (60/100) — |LFC|=1.26824, adjusted p-value=NA, CSC=0, DCS=-1. Functional: Some evidence (50/100) — PPI_Degree=2, component of general transcription (TAF family) rather than immune-specific machinery. Clinical: Low (10/100) — no known clinical targeting or biomarker role in lupus. Evidence: Minimal (20/100). Overall this gene shows modest expression change but little disease-specific or therapeutic relevance in SLE."
SYTL4,-1.76232,0.0310371,0.338509,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,SYTL4,SLP4,-1.76232,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.6935,1.387,0.010743376146746269,Tier 3,0.010743376146746269,Tier 3,299,35.0,Medium,"Disease Specificity=15 (low; no lupus annotation); Patient Signal=65 (moderate; Patient_LFC_mean=-1.76232 indicating downregulation, p=NA); Functional=55 (moderate‑low; PPI_Degree=2, synaptotagmin‑like trafficking role not a known immune hub); Clinical=10 (no clinical relevance in SLE); Evidence=20 (minimal autoimmune literature). The |LFC| is the strongest signal here but overall disease relevance and clinical potential are limited."
ARSA,1.1512,0.0140702,0.240032,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,ARSA,ASA;MLD,1.1512,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,1.0,0.498,0.498,0.005756255453552587,Tier 3,0.005756255453552587,Tier 3,300,35.0,Low,"Disease: Low (20/100) — no lupus-specific association (Gene/Disorder scores NA). Patient Signal: Moderate (55/100) — mean LFC=1.1512, adjusted p-value=NA so modest expression change without cohort p-value support. Functional: Some evidence (60/100) — well-characterized lysosomal enzyme (arylsulfatase A) with low PPI_Degree=1 and no known role in core lupus pathways. Clinical: Minimal (10/100) — not implicated as an SLE therapeutic target or biomarker. Evidence: Minimal (10/100) — limited SLE-relevant literature."
PTTG1,1.23507,0.0352535,0.357188,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,PTTG1,EAP1;ECRAR;HPTTG;PTTG;TUTR1,1.23507,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,3.0,0.523,1.569,0.014231233390739891,Tier 3,0.014231233390739891,Tier 3,301,35.0,Low,"Disease Specificity: 20 (Low, 0–39); Gene_Score: NA, Disorder_Score: NA. Patient Signal: 60 (50–69) — Patient_LFC_mean = 1.23507, adjusted p = NA, CSC = 0, DCS = -1. Functional: 60 (50–69) — PPI_Degree = 3 suggests moderate connectivity but PTTG1 is known as a cell-division regulator rather than an immune mediator. Clinical: 10 (0–29) — not targeted in SLE; Evidence: 10 (0–29) — limited support for lupus involvement."
CLEC18C,2.41649,0.0120917,0.225726,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,CLEC18C,MRCL;MRCL3,2.41649,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.004452727054219118,Tier 3,0.004452727054219118,Tier 3,302,35.0,Low,"Disease: 20 (low specificity; CLEC18C is poorly characterized in autoimmunity). Patient: 70 (|LFC|=2.41649, adj P = NA — large magnitude change but p‑value missing). Functional: 40 (C‑type lectin family member but limited functional annotation; PPI_Degree=NA). Clinical: 10 (no clinical relevance known). Evidence: 10 (minimal literature linking to lupus)."
GMPR,-1.86493,0.000511633,0.049626,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,GMPR,GMPR 1;GMPR1;hGMPR-I,-1.86493,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,3.0,0.8223333333333334,2.467,0.021413982976981723,Tier 3,0.021413982976981723,Tier 3,303,35.0,Low,"Disease specificity: Low (12/100) — metabolic enzyme with no strong SLE link. Patient signal: Moderate (60/100) — |LFC|=1.86493, adjusted p=NA (meets |LFC|≥1). Functional: Some evidence (60/100) — PPI_Degree=3, enzymatic metabolic role rather than immune-regulatory. Clinical: Low (20/100) — not a known SLE target or biomarker. Evidence: Low (20/100) — sparse literature tying GMPR to SLE."
TATDN1,1.01944,0.000265554,0.0379449,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,TATDN1,CDA11,1.01944,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.004018769514041753,Tier 3,0.004018769514041753,Tier 3,304,35.0,Low,"Disease specificity: Low (20/100) — not recognized in lupus genetics or pathway lists. Patient signal: Moderate (60/100) — |LFC|=1.01944, adjusted p-value=NA, CSC=0, DCS=-1. Functional: Some evidence (50/100) — PPI_Degree=NA but gene annotated in DNA metabolism/repair family (possible mechanistic overlap with nucleic acid handling, though not established for SLE). Clinical: Low (10/100) — no clinical links to SLE therapies. Evidence: Minimal (20/100). This gene warrants only hypothesis-generating interest given potential DNA-related function but lacks supporting lupus-specific data."
CLIC3,-1.99759,1.60211e-05,0.00671671,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,CLIC3,,-1.99759,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.01506669288390193,Tier 3,0.01506669288390193,Tier 3,305,35.0,Low,"Disease: Low specificity for SLE (score 20); CLIC3 is not listed among lupus genes. Patient Signal: Moderate (score 75); Patient_LFC_mean = -1.99759 (adj_P_value = NA) showing near-twofold change but p-value unavailable, CSC = 0. Functional: Non-immune ion channel with little PPI data (PPI_Degree = NA; functional score 30). Clinical: No SLE-targeted therapies or biomarker role (clinical score 10). Evidence: Limited relevance to SLE in the literature (evidence score 40)."
GPR32,1.78315,0.0444477,0.396278,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,GPR32,DRV1;RVDR1,1.78315,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0012237597780169476,Tier 3,0.0012237597780169476,Tier 3,306,35.0,Low,"Disease specificity: 15 (Low). Patient signal: 60 (|LFC|=1.78315, adjusted P = NA; CSC=0, DCS=-1) indicating a moderate expression change but no p-value support. Functional: 60 (GPCR with limited PPI data; PPI_Degree = NA). Clinical: 10 (No SLE therapeutic/biomarker role). Evidence: 15 (Minimal lupus-specific literature)."
TIFAB,-1.51312,0.0338803,0.351017,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,TIFAB,,-1.51312,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.001113534688423298,Tier 3,0.001113534688423298,Tier 3,307,35.0,Low,"Disease specificity: 30/100 (limited — some links to innate signalling in other contexts but not a core SLE gene). Patient signal: 65/100 based on Patient_LFC_mean = -1.51312 (adj P_value = NA; |LFC|≥1.5 but p missing so conservative). Functional: 20/100 (PPI_Degree = NA, limited functional network data). Clinical: 20/100 (no established clinical relevance in SLE). Evidence: 30/100 (sparse literature supporting a role in systemic autoimmunity)."
GPR153,-3.24468,0.0488624,0.403652,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,GPR153,PGR1,-3.24468,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.003369004829856098,Tier 3,0.003369004829856098,Tier 3,308,35.0,Low,"Disease specificity: 15 (Low). Patient signal: 60 (|LFC|=3.24468, adjusted P = NA; CSC=0, DCS=-1) — strong magnitude but no reported p-value to confirm cohort significance. Functional: 60 (GPCR family member with limited interaction data; PPI_Degree = NA). Clinical: 10 (Minimal clinical relevance for SLE). Evidence: 15 (Very limited support linking GPR153 to lupus)."
COL6A2,-1.94469,0.00023175,0.0361474,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,COL6A2,BTHLM1;BTHLM1B;PP3610;UCMD1;UCMD1B,-1.94469,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.55,1.1,0.018288425210545384,Tier 3,0.018288425210545384,Tier 3,309,35.0,Low,"Disease: Low (0-39) — disease specificity subscore 20 (extracellular matrix gene with no strong SLE linkage; Gene_Score=NA). Patient Signal: Moderate (50-69) — subscore 60 with |LFC|=1.94469 (adj P_value=NA); Function: Moderate (50-69) — subscore 50 with PPI_Degree=2 (structural ECM role, low immune network connectivity); Clinical: Low (0-29) — subscore 10 (no clinical role in SLE); Evidence: Limited (20) — subscore 20. Overall weighted composite = 35."
ADK,-1.18918,0.0285957,0.329149,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,ADK,AK,-1.18918,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,1.0,0.769,0.769,0.0052232356649606,Tier 3,0.0052232356649606,Tier 3,310,35.0,Low,"Disease Specificity: 10 (0-39) — not linked to lupus in the input gene set. Patient Signal: 60 (50-69); |LFC|=1.18918, adj P=NA (−log10(p)=NA). Functional: 50 (50-69); PPI_Degree=1, metabolic enzyme (adenosine kinase) with potential immunometabolic impact but not a known immune hub. Clinical: 30 (0-29/30) — limited direct clinical targeting in autoimmune disease. Evidence: 40 (50-69 borderline) — some biochemical literature but minimal lupus-specific evidence."
ABCC5,1.1104,0.00068289,0.0588118,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,ABCC5,ABC33;EST277145;MOAT-C;MOATC;MRP5;SMRP;pABC11,1.1104,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.5085000000000001,1.0170000000000001,0.012796112815847728,Tier 3,0.012796112815847728,Tier 3,311,35.0,Low,"Disease specificity: Low (20/100) — ABCC5 is an ABC transporter with no strong lupus specificity. Patient signal: Moderate (60/100) — Patient_LFC_mean=1.1104 (|LFC|≈1.11) and adjusted P-value=NA, CSC=0, DCS=-1. Functional: Some evidence (50/100) — PPI_Degree=2, limited network connectivity and immune relevance. Clinical: Minimal (10/100) — not a recognized SLE therapeutic target. Evidence: Minimal (20/100) — sparse lupus-specific data."
ABCG1,1.26273,0.00126857,0.0775791,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,ABCG1,ABC8;WHITE1,1.26273,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,3.0,0.5163333333333334,1.5490000000000004,0.01747743616665033,Tier 3,0.01747743616665033,Tier 3,312,35.0,Low,"Disease specificity: Low (20/100) — ABCG1 is primarily involved in cholesterol efflux, not a recognized lupus driver. Patient signal: Moderate (60/100) — Patient_LFC_mean=1.26273 (|LFC|≈1.26) with adjusted P-value=NA, CSC=0, DCS=-1. Functional: Some evidence (50/100) — PPI_Degree=3, plausible modulatory role in immune cell lipid handling but not central. Clinical: Minimal (10/100) — no clinical SLE indication. Evidence: Minimal (20/100) — limited lupus-focused literature."
ZNF732,2.53961,0.00085175,0.06603,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,ZNF732,,2.53961,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.009935973022105122,Tier 3,0.009935973022105122,Tier 3,313,35.0,Low,"Overall relevance to SLE is minimal despite a strong patient fold-change (Patient_LFC_mean = 2.53961; adj P = NA), so disease specificity is low (15/100, bracket 0-39). Component breakdown: Patient signal 69/100 (50-69 bracket driven by |LFC|≥2 but p-value missing), Functional 50/100 (moderate transcription factor potential; PPI_Degree = NA), Clinical 10/100 (no clinical/therapeutic links), Evidence 15/100 (limited literature); CSC = 0, DCS = -1."
CYP7B1,1.41742,0.0251567,0.312227,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,CYP7B1,CBAS3;CP7B;SPG5A,1.41742,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,5.0,0.475,2.375,0.023949967890918324,Tier 3,0.023949967890918324,Tier 3,314,35.0,Medium,"CYP7B1 has low disease specificity for SLE (Disease: 20/100) with no established lupus genetic/therapeutic role, but a measurable patient expression change. Patient: 55/100 (50-69), |LFC|=1.41742, adj P=NA; Functional: 60/100 (50-69), PPI_Degree=5; Clinical: 10/100 (0-29), not a clinical SLE target; Evidence: 15/100 (0-29)."
